id	ko
skill_darkspine_description	소울 게이지를 자유롭게 증가시킵니다.
skill_character	MOD 캐릭터
skill_character_description	커뮤니티에서 만든 캐릭터 MOD입니다.
skill_custom_character_description	[CHARACTER](으)로 플레이합니다.
bonus_ring	링 보너스
bonus_enemy	마신 보너스
bonus_drift	드리프트 보너스
bonus_grindstep	그라인드 스텝 보너스
bonus_grind_shuffle	그라인드 셔플 보너스
bonus_exp	경험치 보너스
spb_brackets	【DATA】
spb_chapter	챕터
spb_chapter_history	히스토리
spb_chapter_illust	일러스트
spb_chapter_movie	영상
spb_chapter_dev	개발 자료
spb_chapter_music	BGM
spb_chapter_rank	도전 과제
spb_chapter_diary	빅의 여행 일기
spb_hint_complete	[AREA] 미션 [NUMBER] 클리어…
spb_hint_silver	은메달 [NUMBER]개 획득…
spb_hint_gold	[AREA] 미션 [NUMBER]를 금메달로 클리어…
spb_hint_all_gold	[AREA]의 모든 미션을 금메달로 클리어…
spb_hint_big	[AREA] 미션 [NUMBER] 어딘가에 숨겨져 있음…
spb_bgm	BGM
spb_title_ch1_1	소닉의 역사 1991년
spb_title_ch1_2	소닉의 역사 1992년
spb_title_ch1_3	소닉의 역사 1993년
spb_title_ch1_4	소닉의 역사 1994년
spb_title_ch1_5	소닉의 역사 1995년
spb_title_ch1_6	소닉의 역사 1996년
spb_title_ch1_7	소닉의 역사 1997년
spb_title_ch1_8	소닉의 역사 1998년
spb_title_ch1_9	소닉의 역사 1999년
spb_title_ch1_10	소닉의 역사 2000년
spb_title_ch1_11	소닉의 역사 2001년
spb_title_ch1_12	소닉의 역사 2002년
spb_title_ch1_13	소닉의 역사 2003년
spb_title_ch1_14	소닉의 역사 2004년
spb_title_ch1_15	소닉의 역사 2005~2006년
spb_title_ch2_1	티저용 이미지 1
spb_title_ch2_2	티저용 이미지 2
spb_title_ch2_3	티저 이미지 일본어판
spb_title_ch2_4	전시회용 팸플릿
spb_title_ch2_5	티저 이미지 완성판
spb_title_ch2_6	메인 비주얼 이미지
spb_title_ch2_7	타이틀 로고 영어판
spb_title_ch2_8	타이틀 로고 일본어판
spb_title_ch2_9	타이틀 로고 독일어판
spb_title_ch2_10	타이틀 로고 이탈리아어판
spb_title_ch2_11	타이틀 로고 스페인어판
spb_title_ch2_12	티저 초기 이미지
spb_title_ch2_13	타이틀 로고 초기 이미지 1
spb_title_ch2_14	타이틀 로고 초기 이미지 2
spb_title_ch2_15	타이틀 로고 초기 이미지 3
spb_title_ch3_1	샤라 초기 이미지 1
spb_title_ch3_2	샤라 초기 색상 설정
spb_title_ch3_3	샤라 삼면도
spb_title_ch3_4	샤라 표정 모음 1
spb_title_ch3_5	샤라 표정 모음 2
spb_title_ch3_6	샤라 제작 중 CG 모델
spb_title_ch3_7	샤라 초기 이미지 2
spb_title_ch3_8	이레이저 초기 이미지 1
spb_title_ch3_9	이레이저 초기 색상 설정 1
spb_title_ch3_10	이레이저 초기 색상 설정 2
spb_title_ch3_11	이레이저 삼면도
spb_title_ch3_12	이레이저 표정 모음 1
spb_title_ch3_13	이레이저 표정 모음 2
spb_title_ch3_14	이레이저 제작 중 CG 모델
spb_title_ch3_15	이레이저 초기 이미지 2
spb_title_ch4_1	알리바바 이미지
spb_title_ch4_2	신드바드 이미지
spb_title_ch4_3	샤흐리야르 왕 이미지
spb_title_ch4_4	솔로몬 왕 이미지
spb_title_ch4_5	솔로몬 왕 초기 이미지
spb_title_ch4_6	이레이저의 램프 이미지
spb_title_ch4_7	이레이저의 램프 초기 이미지
spb_title_ch4_8	샤라의 링 이미지
spb_title_ch4_9	샤라의 링 초기 이미지
spb_title_ch4_10	세계 링 이미지
spb_title_ch4_11	세계 링 초기 이미지
spb_title_ch4_12	나이트 팰리스 외관 초기 이미지
spb_title_ch4_13	세계 링의 문 이미지
spb_title_ch4_14	왕좌의 방 이미지
spb_title_ch4_15	아라비안 나이트의 책 이미지
spb_title_ch5_1	로스트 프롤로그
spb_title_ch5_2	샌드 오아시스 이미지
spb_title_ch5_3	샌드 오아시스 이미지
spb_title_ch5_4	다이너소어 정글 이미지
spb_title_ch5_5	다이너소어 정글 이미지
spb_title_ch5_6	다이너소어 정글 이미지
spb_title_ch5_7	다이너소어 정글 이미지
spb_title_ch5_8	이블 파운드리 이미지
spb_title_ch5_9	이블 파운드리 이미지
spb_title_ch5_10	이블 파운드리 이미지
spb_title_ch5_11	이블 파운드리 이미지
spb_title_ch5_12	이블 파운드리 이미지
spb_title_ch5_13	레비테이티드 루인 이미지
spb_title_ch5_14	레비테이티드 루인 이미지
spb_title_ch5_15	레비테이티드 루인 이미지
spb_title_ch6_1	파이러트 스톰 이미지
spb_title_ch6_2	파이러트 스톰 이미지
spb_title_ch6_3	파이러트 스톰 이미지
spb_title_ch6_4	스켈레톤 돔 이미지
spb_title_ch6_5	스켈레톤 돔 이미지
spb_title_ch6_6	스켈레톤 돔 이미지
spb_title_ch6_7	스켈레톤 돔 이미지
spb_title_ch6_8	스켈레톤 돔 이미지
spb_title_ch6_9	스켈레톤 돔 이미지
spb_title_ch6_10	나이트 팰리스 이미지
spb_title_ch6_11	나이트 팰리스 이미지
spb_title_ch6_12	나이트 팰리스 이미지
spb_title_ch6_13	나이트 팰리스 이미지
spb_title_ch6_14	나이트 팰리스 이미지
spb_title_ch6_15	나이트 팰리스 이미지
spb_title_ch7_1	샌드 스코피온
spb_title_ch7_2	이프리트 골렘
spb_title_ch7_3	캡틴 베모스
spb_title_ch7_4	이레이저 진
spb_title_ch7_5	알프 라일라 와 라일라
spb_title_ch7_6	마신 1
spb_title_ch7_7	마신 2
spb_title_ch7_8	마신 3
spb_title_ch7_9	마신 4
spb_title_ch7_10	마신 5
spb_title_ch7_11	마신 6
spb_title_ch7_12	마신 7
spb_title_ch7_13	마신 8
spb_title_ch7_14	마신 9
spb_title_ch7_15	마신 10
spb_title_ch8_1	아라비안 나이트를 구할 전설의 시작
spb_title_ch8_2	세계를 베어내는 자와 이야기에 쓰인 자
spb_title_ch8_3	항아리 속 국왕과 파란 가시돌이
spb_title_ch8_4	손재주 좋은 알리바바
spb_title_ch8_5	샌드 스코피온 등장
spb_title_ch8_6	노란 세계 링 획득!
spb_title_ch8_7	왕을 구하긴 했지만…
spb_title_ch8_8	초록 세계 링 획득!
spb_title_ch8_9	강적, 불꽃의 마신 등장
spb_title_ch8_10	알리바바의 조언, 새로운 모험
spb_title_ch8_11	일곱 바다를 누빈 모험가!?
spb_title_ch8_12	불꽃의 마신에는 물, 해적에게는 무엇을?
spb_title_ch8_13	파란 세계 링 획득!
spb_title_ch8_14	해적 선단 발견!
spb_title_ch8_15	캡틴 베모스 등장
spb_title_ch9_1	하늘색 세계 링 획득!
spb_title_ch9_2	이프리트와의 재대결!
spb_title_ch9_3	마신 공장에서 탈출
spb_title_ch9_4	빨간 세계 링 획득!
spb_title_ch9_5	썩은 왕좌의 해골바가지
spb_title_ch9_6	흰 세계 링 획득!
spb_title_ch9_7	달밤에 떠오른 공중 궁전
spb_title_ch9_8	시간제한과 잊지 않을 약속
spb_title_ch9_9	보라색 세계 링 획득!
spb_title_ch9_10	언제나 베이는 것은 자존심
spb_title_ch9_11	수수께끼의 문과 책의 장정
spb_title_ch9_12	멸망해 가는 것은 야심
spb_title_ch9_13	스태프 롤
spb_title_ch9_14	개발팀 소개
spb_title_ch9_15	
spb_title_ch10_1	오프닝 스토리보드 영상
spb_title_ch10_2	오프닝 제작 중 1
spb_title_ch10_3	오프닝 제작 중 2
spb_title_ch10_4	엔딩 스토리보드 영상
spb_title_ch10_5	엔딩 제작 중 1
spb_title_ch10_6	엔딩 제작 중 2
spb_title_ch10_7	오프닝 완성판
spb_title_ch10_8	엔딩 완성판
spb_title_ch10_9	장치 메모
spb_title_ch10_10	다이너소어 정글 메모
spb_title_ch10_11	골렘 진 메모
spb_title_ch10_12	이프리트 골렘 메모
spb_title_ch10_13	레비테이티드 루인 메모 1
spb_title_ch10_14	레비테이티드 루인 메모 2
spb_title_ch10_15	스켈레톤 돔 메모
spb_title_ch11_1	Sandstorm
spb_title_ch11_2	Seven Rings In Hand
spb_title_ch11_3	The Lost Prologue
spb_title_ch11_4	Let The Speed Mend It
spb_title_ch11_5	The Wicked Wild
spb_title_ch11_6	The Palace That Was Found
spb_title_ch11_7	High And Broken
spb_title_ch11_8	No Way Through
spb_title_ch11_9	The White of Sky
spb_title_ch11_10	Unawakening Float
spb_title_ch11_11	Poison Spear
spb_title_ch11_12	How It Started
spb_title_ch11_13	Blue On The Run
spb_title_ch11_14	It Has Come To This
spb_title_ch11_15	The Power of The Ring
spb_title_ch12_1	The Legendary Blue Hedgehog
spb_title_ch12_2	Judgement
spb_title_ch12_3	King of Kings
spb_title_ch12_4	His Fate
spb_title_ch12_5	Shimmer of Hot Air
spb_title_ch12_6	Misgiving
spb_title_ch12_7	The Promise
spb_title_ch12_8	Miss You
spb_title_ch12_9	Worth a Chance
spb_title_ch12_10	Ali Baba & Sinbad Rescued!
spb_title_ch12_11	Revive
spb_title_ch12_12	Shimmer of Hot Air - Heat
spb_title_ch12_13	Shimmer of Hot Air - Rage
spb_title_ch12_14	Seven Rings in Hand - Crush 40 Version
spb_title_ch12_15	Seven Rings in Hand - Fairytales in Trance Version
spb_title_ch13_1	Dune's Tempest
spb_title_ch13_2	Desert Palace
spb_title_ch13_3	The Wicked Wild - Metal Version
spb_title_ch13_4	The Wicked Wild - Acoustic Version
spb_title_ch13_5	The Palace That Was Found - Metal Version
spb_title_ch13_6	Magma Foundry
spb_title_ch13_7	High and Broken - Chorus Version
spb_title_ch13_8	Sky Athletics
spb_title_ch13_9	No Way Through - Metal Version
spb_title_ch13_10	High Seas
spb_title_ch13_11	40 Thieves and a Legend
spb_title_ch13_12	Grim Winter
spb_title_ch13_13	Glass Heart
spb_title_ch13_14	Unawakening Float - Rock Version
spb_title_ch13_15	Seven Rings in Hand - Credits Version
spb_title_ch14_1	히어로
spb_title_ch14_2	트루 히어로
spb_title_ch14_3	월드 트래블러
spb_title_ch14_4	그라인드 퍼포머
spb_title_ch14_5	링 게터
spb_title_ch14_6	마신 버스터
spb_title_ch14_7	익스트림 스피드스터
spb_title_ch14_8	타임 컨트롤러
spb_title_ch14_9	체인 스트라이커
spb_title_ch14_10	스킬 세이버
spb_title_ch14_11	스킬 퀸티
spb_title_ch14_12	플레임 마스터
spb_title_ch14_13	윈드 마스터
spb_title_ch14_14	다크 마스터
spb_title_ch14_15	리벨리온
spb_title_ch15_1	슈퍼 플레이어
spb_title_ch15_2	스킬 컬렉터
spb_title_ch15_3	소울 컬렉터
spb_title_ch15_4	디 얼티밋
spb_title_ch15_5	북웜
spb_title_ch15_6	스타
spb_title_ch15_7	셀러브리티
spb_title_ch15_8	딜러
spb_title_ch15_9	트라이어
spb_title_ch15_10	파이러트
spb_title_ch15_11	시프
spb_title_ch15_12	익스플로러
spb_title_ch15_13	챔피언
spb_title_ch15_14	소닉 프리크
spb_title_ch15_15	레코드 버스터
spb_title_ch15b_1	
spb_title_ch15b_2	
spb_title_ch15b_3	
spb_title_ch15b_4	
spb_title_ch15b_5	
spb_title_ch15b_6	
spb_title_ch15b_7	
spb_title_ch15b_8	
spb_title_ch15b_9	
spb_title_ch15b_10	
spb_title_ch15b_11	
spb_title_ch15b_12	
spb_title_ch15b_13	
spb_title_ch15b_14	
spb_title_ch15b_15	
spb_title_ch16_1	로스트 프롤로그에서
spb_title_ch16_2	샌드 오아시스에서
spb_title_ch16_3	샌드 오아시스에서
spb_title_ch16_4	다이너소어 정글에서
spb_title_ch16_5	다이너소어 정글에서
spb_title_ch16_6	이블 파운드리에서
spb_title_ch16_7	이블 파운드리에서
spb_title_ch16_8	레비테이티드 루인에서
spb_title_ch16_9	레비테이티드 루인에서
spb_title_ch16_10	파이러트 스톰에서
spb_title_ch16_11	파이러트 스톰에서
spb_title_ch16_12	스켈레톤 돔에서
spb_title_ch16_13	스켈레톤 돔에서
spb_title_ch16_14	나이트 팰리스에서
spb_title_ch16_15	나이트 팰리스에서
spb_desc_ch1_1	1991년\n‘소닉 더 헤지혹’\n달리기라면 누구에게도 지지 않는 세계에서 가장 빠른 초음속 고슴도치가 멋지게 등장!
spb_desc_ch1_2	1992년\n‘소닉 더 헤지혹 2’\n소닉을 동경하는 테일즈가 등장. 두 꼬리를 흔들며 있는 힘껏 달린다!
spb_desc_ch1_3	1993년\n‘소닉 CD’\n언제나 활기차고 사랑을 꿈꾸는 소녀 에이미가 등장.
spb_desc_ch1_4	1994년\n‘소닉 더 헤지혹 3’, ‘소닉 & 너클즈’\n고집 센 성격의 무술 달인 너클즈가 등장.
spb_desc_ch1_5	1995년\n‘너클즈 카오틱스’\n너클즈와 동료들이 대활약!
spb_desc_ch1_6	1996년\n‘소닉 3D 블래스트’\n소닉이 카오스 에메랄드가 잠든 ‘플리키 아일랜드’를 무대로 활약한다!
spb_desc_ch1_7	1997년\n‘소닉 R’\n완전한 3D로 거듭난 소닉 일행이 레이스로 승부한다!
spb_desc_ch1_8	1998년\n‘소닉 어드벤처’\n6명의 캐릭터로 6개의 모험을 공략하라! 일본에서만 발매.
spb_desc_ch1_9	1999년\n‘소닉 어드벤처 인터내셔널’\n‘소닉 어드벤처’가 전 세계에 발매!
spb_desc_ch1_10	2000년 ‘소닉 셔플’\n꿈과 빛의 세계 매지너리 월드를 지키기 위해 소닉과 동료들이 보이드와 맞선다!
spb_desc_ch1_11	2001년 ‘소닉 어드벤처 2’, ‘소닉 어드밴스’\n검은 고슴도치 섀도우가 등장!
spb_desc_ch1_12	2002년 ‘소닉 어드밴스 2’\n차오 치즈와 아주 친한 크림이 등장!
spb_desc_ch1_13	2003년 ‘소닉 히어로즈’\n개성 넘치는 캐릭터 12명이 등장. 팀 액션으로 돌진하라!
spb_desc_ch1_14	2004년 ‘소닉 어드밴스 3’\n좋아하는 동료와 함께 모험!\n이해에는 ‘소닉 히어로즈’가 북미와 유럽에서 발매됐다.
spb_desc_ch1_15	2005~2006년 ‘섀도우 더 헤지혹’, ‘소닉 러시’, ‘소닉 라이더즈’\n모험은 계속된다!
spb_desc_ch2_1	소닉의 가슴에서 불꽃이 나오는 설정은 초기 스토리 구상 단계부터 정해져 있었다.
spb_desc_ch2_2	불꽃 속을 달린다!\n첫 이미지보다 더욱 강렬하게 발전했다.
spb_desc_ch2_3	일본어판에 사용된 타이틀 로고.
spb_desc_ch2_4	게임 내용을 상상할 수 있도록 서로 다른 분위기의 스크린샷 네 장을 배치했다.
spb_desc_ch2_5	팸플릿과 포스터에는 이 버전을 사용했다.
spb_desc_ch2_6	소닉의 자세와 손가락의 링을 얼마나 멋지게 보여 줄지 여러 시도를 거쳐 완성한 이미지.
spb_desc_ch2_7	SONIC의 ‘O’에 주목.\n티저 이미지와 마찬가지로 불꽃을 모티브로 삼았다.
spb_desc_ch2_8	문자가 달라도 영어판과 같은 분위기를 낼 수 있도록 글꼴을 제작했다.
spb_desc_ch2_9	영어판과 이미지를 맞추기 위해 글자 위치를 조정했다.
spb_desc_ch2_10	영어판과 이미지를 맞추기 위해 글자 위치를 조정했다.
spb_desc_ch2_11	영어판과 이미지를 맞추기 위해 글자 위치를 조정했다.
spb_desc_ch2_12	책 표지를 떠올리도록 제작한 디자인.
spb_desc_ch2_13	타이틀 로고가 확정되기 전의 러프 디자인.
spb_desc_ch2_14	자세히 보면 제목도 지금과 다르다.\n세계 각지의 의견을 참고하며 제목도 거듭 조정했다.
spb_desc_ch2_15	2006년 5월 발표 당시의 타이틀 로고.\n이때는 아직 임시 제목이었다.
spb_desc_ch3_1	의상도 여러 형태를 검토했다.\n움직임이 잘 드러나도록 허리에 부드러운 소재를 달았다.
spb_desc_ch3_2	활기차면서도 어딘가 덧없는 인상을 주도록 조정했다.
spb_desc_ch3_3	링을 모티브로 한 머리 장식이 특징이다.
spb_desc_ch3_4	조금 어른스러워 보이지만 샤라의 다양한 표정을 그려 보았다.
spb_desc_ch3_5	이야기 속 장면에 맞춰 몇 가지 그림을 제작했다.
spb_desc_ch3_6	초기 이미지에 있던 그대로 머리 장식을 모델링했다.
spb_desc_ch3_7	샤라의 또 다른 디자인. 허리띠와 피부색 등이 마음에 들어 여러 요소를 조합해 현재 설정으로 완성했다.
spb_desc_ch3_8	샤라와 사이가 좋았던 시절에는 이런 모습의 젊은이였을 것이다.
spb_desc_ch3_9	현재보다 색감이 조금 더 인간적인 인상을 준다.
spb_desc_ch3_10	마신다운 모습이 되도록 피부색을 바꾸었다.
spb_desc_ch3_11	중후한 장식은 초기 디자인부터 이어졌다.\n악당이지만 본래 인간이었다는 흔적을 남겼다.
spb_desc_ch3_12	찡그린 얼굴뿐 아니라 여유로운 악당의 표정까지 세세하게 설정했다.
spb_desc_ch3_13	후반부 영상 장면을 위해 마련한 여러 표정.
spb_desc_ch3_14	전체 형태를 대략 완성했을 무렵의 모습.\n여기서부터 세부를 모델링했다.
spb_desc_ch3_15	초기의 이레이저.\n평소의 소닉 세계였다면 이런 모습이었을지도!?
spb_desc_ch4_1	아라비안 나이트의 ‘알리바바와 40인의 도적’에 나오는 알리바바를 모티브로 삼은 캐릭터.
spb_desc_ch4_2	신드바드는 일곱 바다를 누비는 모험왕.\n힘차고 신사적이며 멋진 모습으로 설정했다.
spb_desc_ch4_3	밤마다 이 왕에게 들려준 이야기들을 한데 엮은 것이 아라비안 나이트가 되었다.
spb_desc_ch4_4	몸에 낀 반지 하나하나까지 설정을 정했다.
spb_desc_ch4_5	게임 전체의 분위기와 달라 폐기했다.\n이 디자인대로도 나름의 멋은 있지만.
spb_desc_ch4_6	평범한 램프와 달리 금도금이 녹아 속의 바탕이 드러난 모습을 표현했다.\n오른쪽 아래는 ‘덩어리’ 상태.
spb_desc_ch4_7	이레이저가 램프의 정령이던 시절의 이미지.\n오른쪽은 이를 더욱 사악하게 만든 형태다.
spb_desc_ch4_8	샤라의 반지.\n소유자에게 행복이 찾아오도록 ‘축복이 있기를’이라고 새겨져 있다.
spb_desc_ch4_9	여성스럽고 부드러운 반지부터 남성적이고 단단하며 무서운 이미지까지 다양하게 검토했다.
spb_desc_ch4_10	유리 같은 소재로 만들어져 언제나 빛을 낸다.\n일곱 가지 색이 있다.
spb_desc_ch4_11	게임에 여러 종류의 링이 등장하기 때문에 서로 차이를 만드는 데 고심한 흔적이 보인다.
spb_desc_ch4_12	하늘에 떠 있는 아라비아풍 성을 이미지화한 디자인.\n최종 형태와 가깝다.
spb_desc_ch4_13	왕좌의 방을 여는 문의 이미지. 일곱 세계 링이 있으면 이 문이 열린다.
spb_desc_ch4_14	일곱 세계 링을 모으면 들어갈 수 있는 방.\n의자가 두 개이고 분수가 있는 점을 빼면 최종 형태와 가깝다.
spb_desc_ch4_15	첫 장면에서 소닉이 읽는 책.\n사실 책 표지와 세계 링의 문은 같은 디자인이다.
spb_desc_ch5_1	책과 현실을 잇는 공간.\n흩어진 책장이 책 속 세계가 위험에 처했음을 나타낸다.
spb_desc_ch5_2	프로젝트 초기에는 아라비안 나이트를 대표하는 소재로 먼저 사막부터 제작했다.
spb_desc_ch5_3	사막만으로는 단조로워 빛과 물의 표현에 힘을 쏟았고, 그 결과 목표로 하던 오아시스의 형태가 보이기 시작했다.
spb_desc_ch5_4	정글이라면 흔히 밀림을 떠올리지만, 그것만으로는 재미가 없어 다육식물의 정글을 만들었다.
spb_desc_ch5_5	일러스트에는 돌기둥과 다리 같은 구조물도 있으나 대자연이라는 콘셉트와 달라 삭제했다.
spb_desc_ch5_6	물을 가까이서 보여 주는 놀이를 넣고 싶다는 생각에서 통나무 크루즈가 탄생했다.
spb_desc_ch5_7	폭포를 뚫고 솟은 거대한 선인장으로 물과 식물의 연관성을 표현한 이미지.
spb_desc_ch5_8	수많은 기계 잔해가 입구 근처까지 넘쳐흐른다.
spb_desc_ch5_9	전반부의 통로.\n이 부근은 아직 기계에 침식되지 않았지만 천장에는 파이프가 뻗어 있다.
spb_desc_ch5_10	중반부의 나선 계단.\n성이 번영했던 시절을 떠올리게 하는 장식과 공장 구역의 대비를 노렸다.
spb_desc_ch5_11	스테이지 중반에는 성 지하에서 침식이 일어나 곳곳에서 녹은 철이 흘러나온다.
spb_desc_ch5_12	스테이지 후반부.\n발판 아래의 거대한 솥에서는 녹은 철이 끓어오르며 새로운 마신을 만들어 낸다.
spb_desc_ch5_13	루흐에게 신드바드가 붙잡혀 있다는 설정에서 유적이 공중에 떠 있게 되었다.
spb_desc_ch5_14	탑 정상에 오르면 루흐의 거대한 크기와 대편대 비행을 느낄 수 있도록 탑을 세웠다.
spb_desc_ch5_15	거대한 새라는 전통적인 루흐의 이미지에서 벗어나 바닷속을 날듯 헤엄치는 쥐가오리를 모티브로 삼았다.
spb_desc_ch6_1	거센 폭풍이 오랫동안 그치지 않아 곳곳에 난파선 잔해가 떠 있다.
spb_desc_ch6_2	폭풍 때문에 어두운 장면이 이어지므로 동굴 안에는 산호를 배치해 밝게 만들고, 현실에는 없는 풍경을 연출했다.
spb_desc_ch6_3	옛날 사람들이 이곳을 개척했다는 분위기를 내기 위해 지형 곳곳에 다리 등을 배치했다.
spb_desc_ch6_4	수억 년 전에 멸종한 거대 생물의 유해가 쌓여 지형이 되었다는 설정.
spb_desc_ch6_5	주변의 거대한 뼈는 수억 년 전 존재한 가상의 거대 생물이다. 이 땅에서 벌어진 어떤 사건 때문에 멸종했다는 설정이다.
spb_desc_ch6_6	왕의 은신처라는 설정에 이 스테이지의 콘셉트인 ‘뼈’를 더해 탄생한 이미지.
spb_desc_ch6_7	나선 통로의 중앙. 탁 트인 공간은 왕의 마력으로 불려온 수많은 영혼이 지나는 길이라는 설정이다.
spb_desc_ch6_8	스테이지 이름에 들어간 ‘돔’이 바로 이 거대한 홀이다. 영혼들이 모이는 콜로세움을 이미지로 삼았다.
spb_desc_ch6_9	왕의 은신처. 솔로몬 왕이 숨겨 둔 막대한 보물 가운데 스테이지에서 보이는 것은 일부에 불과하다.
spb_desc_ch6_10	바닥이 거울처럼 닦인 대리석으로 되어 있어 유리 위에 서 있는 듯한 착각을 일으킨다.
spb_desc_ch6_11	궁전 외부. 기묘한 달빛과 구불구불한 길이 앞에 무엇이 있을지 불안하게 만든다.
spb_desc_ch6_12	달빛을 받아 푸른빛을 내는 환상적인 공중 궁전. 이 앞에는 현실 세계와 이어진 이공간이 있다.
spb_desc_ch6_13	궁전 회랑에서는 아름다운 밤하늘이 펼쳐진다. 새어 나오는 빛은 따뜻하지만 사람의 모습도, 생활의 흔적도 전혀 없다.
spb_desc_ch6_14	맵의 콘셉트는 ‘불가사의’. 궁전 내부를 달리며 세계의 ‘정신’ 영역과 접촉한다는 이미지다.
spb_desc_ch6_15	정신세계를 표현한 이미지. 유리 통로가 이 공간의 기묘함을 강조한다.
spb_desc_ch7_1	가장 먼저 제작한 보스. 이 게임에서 보스가 어떤 위치를 차지할지 고민하며 만들었다.
spb_desc_ch7_2	버려진 기계와 불꽃의 마신이 합체한 이프리트. 자세히 보면 솥 안에 장난감 오리가 있다!
spb_desc_ch7_3	슬라임 진들이 한데 모여 태어난 괴물이라는 설정.
spb_desc_ch7_4	이레이저라는 이름은 ‘면도날’과 ‘베어 낸다’에서 유래했다. 그래서 면도날 같은 무기를 든다.
spb_desc_ch7_5	일곱 세계 링으로 변신을 시도하지만 제물이 될 소닉과 융합하지 못해 불완전한 모습이 되었다.
spb_desc_ch7_6	왼쪽부터 고대 식물이 마신이 된 라플레시아 진, 성의 고물이 모여 마신이 된 골렘 진.
spb_desc_ch7_7	왼쪽은 유적의 수호자를 이미지화한 가고일 진. 오른쪽은 왕에게 봉인되었던 도적 스켈레톤 진.
spb_desc_ch7_8	로스트 프롤로그에 등장하는 마신. 프로젝트 초기에 만든 기본 형태다.
spb_desc_ch7_9	샌드 오아시스에 등장하는 마신. 프로젝트 막바지에 샌드 오아시스용으로 제작했다.
spb_desc_ch7_10	다이너소어 정글에 등장하는 마신. 스테이지에 맞춰 고대 식물에 침식된 디자인으로 만들었다.
spb_desc_ch7_11	이블 파운드리에 등장하는 마신. 머리에 톱니바퀴 같은 장식이 달려 있다.
spb_desc_ch7_12	레비테이티드 루인에 등장하는 마신. ‘의태’와 ‘커다란 날개’라는 요청에서 탄생했다.
spb_desc_ch7_13	파이러트 스톰에 등장하는 마신. 해적 유령선의 이미지에 맞춰 해적의 모습을 하고 있다!
spb_desc_ch7_14	스켈레톤 돔에 등장하는 마신. 스테이지 콘셉트에 맞춰 ‘뼈’를 조금 더했다. 배의 갈비뼈가 특징이다.
spb_desc_ch7_15	나이트 팰리스에 등장하는 마신. 최종 스테이지에 맞춰 다른 마신과는 다른 위엄을 지녔다.
spb_desc_ch8_1	시작되는 것은 모험, 빠지는 것은 사랑? 소닉은 샤라에게 이끌려 낡은 책 속으로 들어간다.
spb_desc_ch8_2	이레이저 등장. 그가 쏜 벌의 화살 ‘심판의 불꽃’이 꺼지기 전에 일곱 세계 링을 찾아라.
spb_desc_ch8_3	먼저 도착한 소닉이지만 이레이저가 국왕을 납치한다. 그런데 저 국왕, 어디서 본 것 같은데…
spb_desc_ch8_4	곤경에 빠진 인형을 구해 주니 알리바바였다. 힘은 없지만 손재주 좋은 여우…? 곤란한 일이 생기면 물어보자!
spb_desc_ch8_5	이레이저가 낳은 괴물이 크게 날뛴다. 손가락을 걸고 약속하는 소닉과 샤라. 슬픈 얼굴은 하지 않기다!
spb_desc_ch8_6	‘아라비안 나이트에 어둠이 찾아올 때, 바깥세상에서 전설의 파란 고슴도치가 오리라.’
spb_desc_ch8_7	샤흐리야르 왕의 말에 따르면 이레이저는 부하를 늘리겠다며 낡은 성으로 향했다… 서둘러라, 소닉!
spb_desc_ch8_8	마신들을 미치게 만든 정체가 이 세계 링일지도 모른다.\n어서 모으지 않으면 이 세계가…
spb_desc_ch8_9	이레이저가 불러낸 것은 세상 모든 것을 태워 버릴 만큼 거대한 마신!! ‘타임 브레이크’, 달아나는 게 상책이다!
spb_desc_ch8_10	모험 중 곤란한 일이 생기면 알리바바의 친구 신드바드에게 물어보라… 서쪽 하늘을 나는 루흐를 쫓아라!
spb_desc_ch8_11	붙잡힌 신드바드. 이레이저의 마력 때문에 나갈 수 없다… 네 개의 열쇠를 열어라.
spb_desc_ch8_12	신드바드 구출! 해적이 가진 것은 폭풍을 다스리는 하늘색 링!
spb_desc_ch8_13	거대한 감정이 흘러 들어오는 세계 링. 지옥의 문이 열리는가? 그리고 샤라가 건넨 물건의 정체는…
spb_desc_ch8_14	쏟아지는 포격. 역시 해적이다. 감탄하는 소닉, 화내는 샤라.\n폭풍을 일으키는 하늘색 링은 그곳에 있을까?
spb_desc_ch8_15	번개를 등지고 선 그 모습… 해적들을 거느리는 캡틴의 정체는!?
spb_desc_ch9_1	바깥 이세계에서 온 소닉만 만질 수 있는 세계 링. 그 비밀은!?
spb_desc_ch9_2	하늘색 세계 링의 힘으로 불꽃의 마신 이프리트와 재대결에 나선 소닉. 과연 승부의 결과는!?
spb_desc_ch9_3	이프리트의 잔해에서 태어난 폭탄. 곧바로 찾아온 위기! 역시 모험이 끊이지 않는 세계다! 서둘러 출구를 향하라.
spb_desc_ch9_4	빨간 세계 링에는 모든 분노가…\n세계 링에 감춰진 수수께끼는…
spb_desc_ch9_5	위대한 솔로몬 왕도 이레이저 때문에 처참한 모습으로… 뼈를 모아 원래대로 되돌려라!
spb_desc_ch9_6	흰 세계 링에는 모든 소망이 담겨 있는 듯하다… 이레이저는 세계 링을 모아 무엇을 하려는 걸까?
spb_desc_ch9_7	이레이저를 쓰러뜨리려면 기적의 힘이 필요하다…\n흰 세계 링으로 공중 궁전의 입구가 열린다!
spb_desc_ch9_8	시간제한이 얼마 남지 않았다!\n나와 너의 약속, 잊지 마!
